Auszug Katalog DLA Marbach 08 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id_Katalog,Medium,Person_Verfasser,Person_beteiligt,Titel,"Verfasser, beteiligte",Impressum,Verlag normiert,Haupttitel,Titelzusatz,Verfasserangabe,Auflage,Erscheiungsort,Verlag,Jahr,Jahr_normiert,Bandangabe_Mehrb. Weri,Seiten,Ill-Vermerk,Reihe,Reihe_Nummer,Anmerkung,ISBN,Gattung,Art_Inhalt,Sprache,Sprache_Original,Weitere Titel,Signatur,Signatur_Mehrb_Werk
AK01688838,Buch,"Fallada, Hans (1893-1947) [Verfasser/Urheber]","Neubauer, Conrad (1896-) [Illustrator]",Geschichten aus der Murkelei - 1. Auflage,"Fallada, Hans; Neubauer, Conrad","Berlin : Aufbau, 2019 - 204 Seiten",Aufbau-Verl.,Geschichten aus der Murkelei,,Hans Fallada ; mit Zeichnungen von Conrad Neubauer-Conny,1. Auflage,Berlin,Aufbau,2019,2019,,204 Seiten,Illustrationen,,,,978-3-351-03795-6␟3-351-03795-3,Erzählende Prosa,,Deutsch,,,L,
AK00567530,Buch,"Fallada, Hans (1893-1947) [Verfasser/Urheber]",,Wolf unter Wölfen,"Fallada, Hans","Hamburg : Rowohlt, 1952 - 735 Seiten",Rowohlt,Wolf unter Wölfen,,Hans Fallada,,Hamburg,Rowohlt,1952,1952,,735 Seiten,,Rororo ; 67/68,67/68,[Roman],,,,Deutsch,,,W,
AK00822914,Buch,"Fassbinder, Rainer Werner (1945-1982) [Verfasser/Urheber]",,Antiteater : 5 Stücke nach Stücken - 1. Aufl.,"Fassbinder, Rainer Werner","Frankfurt am Main : Verlag der Autoren, 1986 - 248 Seiten",Verl. der Autoren,Antiteater,5 Stücke nach Stücken,Rainer Werner Fassbinder,1. Aufl.,Frankfurt am Main,Verlag der Autoren,1986,1986,,248 Seiten,,Theaterbibliothek,,"Enth.: Iphigenie auf Tauris / Johann Wolfgang Goethe. Ajax / nach Sophokles. Die Bettleroper / nach Gay, John. Das Kaffeehaus / nach Goldoni. Das brennende Dorf / nach Lope de Vega",3-88661-076-4,,,Deutsch,,Iphigenie auf Tauris␟Ajax␟Die Bettleroper␟Das Kaffeehaus␟Das brennende Dorf,M,
AK01573143,Buch,"Fassbinder, Rainer Werner (1945-1982) [Verfasser/Urheber]","Cambreleng, Jörn [Übersetzer]",Gouttes d'eau sur pierres brûlantes : une comédie à fin pseudo-tragique : [Übersetzung deutschspr. Literatur],"Fassbinder, Rainer Werner; Cambreleng, Jörn","Paris : l'Arche, © 2016 - 92 Seiten",L'Arche,Gouttes d'eau sur pierres brûlantes,une comédie à fin pseudo-tragique,Rainer Werner Fassbinder; nouvelle traduction française de Jörn Cambreleng,,Paris,l'Arche,© 2016,2016,,92 Seiten,,Scène ouverte,,,978-2-85181-891-1,Dramatisches,Übersetzung deutschspr. Literatur,Französisch,Deutsch,,M,
AK00337019,Mikroform␟Buch,"Fassmann, David (1683-1744) [Verfasser/Urheber]",,¬Der¬ Gelehrte Narr ...,"Fassmann, David","Freyburg, 1729",,Der Gelehrte Narr ...,,David Fassmann,,Freyburg,,1729,1729,,,,,,"Druckausg. anonym erschienen␟DM 245,- (Gesamtpreis für alle Werke des Autors in der Ed., 35 Mikrofiches, ISBN gültig für alle Werke des Autors)␟Mikrofiche-Ausg.␟München [u.a.] : Saur, 1994. Mikrofiche(s). (Bibliothek der deutschen Literatur ; Fiche 6608). Besitzer der Verfilmungsvorlage: 12. - Enth. in BDL-Teilausg.: Barock, Böhmen/Mähren, Kulturgeschichte/Volkskunde. ISBN 3-598-50702-X ISBN 3-598-50011-4 ISBN 3-598-50089-0 ISBN 3-598-50130-7",3-598-50702-X␟3-598-50011-4␟3-598-50089-0␟3-598-50130-7,,,,,,MPF BDL 6608,
AK00228289,Buch␟Buchumschlag,"Fauser, Jörg (1944-1987) [Verfasser/Urheber]","Zaimoglu, Feridun (1964-) [Verfasser eines Nachworts]␟Landshoff, Thomas [Interviewter]",¬Der¬ Schneemann : Roman - 1. Aufl.,"Fauser, Jörg; Zaimoglu, Feridun; Landshoff, Thomas","Berlin : Alexander-Verl., 2004 - 263 Seiten",Alexander-Verl.,Der Schneemann,Roman,Jörg Fauser. Mit einem Nachw. von Feridun Zaimoglu und einem Gespräch mit dem Verleger Thomas Landshoff,1. Aufl.,Berlin,Alexander-Verl.,2004,2004,,263 Seiten,,Jörg-Fauser-Edition ; 3,3,,3-89581-118-1,Erzählende Prosa,,Deutsch,,,M,
AK01713420,Buch␟Buchumschlag,"Fauser, Jörg (1944-1987) [Verfasser/Urheber]","Henning, Peter (1959-) [Verfasser eines Nachworts]",Alles muss ganz anders werden : Erzählungen 1975-79 - 1. Auflage,"Fauser, Jörg; Henning, Peter","Zürich : Diogenes, © 2020 - 285 Seiten",Diogenes,Alles muss ganz anders werden,Erzählungen 1975-79,Jörg Fauser ; mit einem Nachwort von Peter Henning,1. Auflage,Zürich,Diogenes,© 2020,2020,,285 Seiten,,,,,978-3-257-07092-7␟3257070926,Erzählende Prosa,,Deutsch,,,M,
AK00017696,Buch␟Buchumschlag,"Fechner, Eberhard (1926-1992) [Verfasser/Urheber]␟Fechner, Jannet (1942-) [Verfasser/Urheber]",,¬Die¬ Grunewaldvilla : Roman,"Fechner, Eberhard; Fechner, Jannet","Weinheim ; Berlin : Quadriga-Verl., 1993 - 247 Seiten",Beltz,Die Grunewaldvilla,Roman,Eberhard Fechner ; Jannet Fechner,,Weinheim ; Berlin,Quadriga-Verl.,1993,1993,,247 Seiten,,,,,3-88679-704-X,,,Deutsch,,,M,
AK00567608,Buch,"Fechter, Paul (1880-1958) [Verfasser/Urheber]",,¬Der¬ Zauberer Gottes : eine Komödie : [Bühnenmanuskript],"Fechter, Paul","Berlin : Chronos-Verl., [1940] - 137 Seiten",Chronos-Verl.,Der Zauberer Gottes,eine Komödie,Paul Fechter,,Berlin,Chronos-Verl.,[1940],1940,,137 Seiten,,,,[Bühnenmanuskr.],,,Bühnenmanuskript,Deutsch,,,L,
AK00567601,Buch,"Fechter, Paul (1880-1958) [Verfasser/Urheber]",,¬Die¬ Tragödie der Architektur,"Fechter, Paul","Jena : Lichtenstein, 1921 - 128 Seiten",,Die Tragödie der Architektur,,von Paul Fechter,,Jena,Lichtenstein,1921,1921,,128 Seiten,,,,,,,,Deutsch,,,L,
AK00099956,Buch␟Buchumschlag,"Fedderke, Dagmar (1948-) [Verfasser/Urheber]",,¬Die¬ Geschichte mit A. : Roman - 7. Aufl.,"Fedderke, Dagmar","Tübingen : Konkursbuch-Verl. Gehrke, 2000 - 200 Seiten","Konkursbuch-Verl., Gehrke",Die Geschichte mit A.,Roman,Dagmar Fedderke,7. Aufl.,Tübingen,Konkursbuch-Verl. Gehrke,2000,2000,,200 Seiten,,Konkursbuch Literatur,,,3-88769-066-4,Erzählende Prosa,,Deutsch,,,N,
AK01341934,Buch,"Federer, Heinrich (1866-1928) [Verfasser/Urheber]",,Pilatus : eine Erzählung aus den Bergen - 28. Tsd.,"Federer, Heinrich","Berlin : Grote, 1919 - 360 Seiten",Grote,Pilatus,eine Erzählung aus den Bergen,von Heinrich Federer,28. Tsd.,Berlin,Grote,1919,1919,,360 Seiten,,Grote'sche Sammlung von Werken zeitgenössischer Schriftsteller ; 109,109,In Fraktur,,Erzählende Prosa,,Deutsch,,,K,
AK00009817,Buch,"Federspiel, Jürg (1931-2007) [Verfasser/Urheber]",,Geographie der Lust : Roman - 1. Aufl.,"Federspiel, Jürg","Frankfurt am Main : Suhrkamp-Taschenbuch-Verl., 1991 - 201 Seiten",Suhrkamp,Geographie der Lust,Roman,Jürg Federspiel,1. Aufl.,Frankfurt am Main,Suhrkamp-Taschenbuch-Verl.,1991,1991,,201 Seiten,,,1895,,3-518-38395-7,,,Deutsch,,,M,
AK00345405,Buch,"Fehrs, Johann Hinrich (1838-1916) [Verfasser/Urheber]","Dohnke, Kay [Herausgeber]","Sämtliche Werke. - 4,2. Fragmente, Nachlaß : Romane, Erzählungen, Dramen, Entwürfe","Fehrs, Johann Hinrich; Dohnke, Kay","Hamburg : Verl. d. Fehrs-Gilde, Hamburg : Verl. d. Fehrs-Gilde, 1988 - 720 Seiten",Verl. der Fehrs-Gilde,"Fragmente, Nachlaß : Romane, Erzählungen, Dramen, Entwürfe",,,,Hamburg,Verl. d. Fehrs-Gilde,1988,1988,,720 Seiten,,,"4,2",,3-87849-037-2,,,,,,I,
AK00052265,Buch,"Fehse, Wolfgang (1942-) [Verfasser/Urheber]","Kley, Karin Nawim (1943-) [Illustrator]",Wolfgang Fehse : [Werke Sammlung],"Fehse, Wolfgang; Kley, Karin Nawim","Berlin : Aphaia-Verl., 1995 - 26 Seiten",Aphaia-Verl.,Wolfgang Fehse,,[Grafik: Karin Nawin Kley],,Berlin,Aphaia-Verl.,1995,1995,,26 Seiten,Ill.,,6,,,Lyrik,Werke Sammlung,Deutsch,,,W:Quart,
AK01480825,Buch,"Feiden, Nico (1993-) [Verfasser/Urheber]",Giacomo (1990-) [Illustrator],Blaue Wildnis : Gedichte der Nacht - Erste Auflage,"Feiden, Nico; Giacomo","[Nettetal] : Elif Verlag, 2016 - 83 Seiten",Elif-Verl.,Blaue Wildnis,Gedichte der Nacht,Nico Feiden & Giacomo,Erste Auflage,[Nettetal],Elif Verlag,2016,2016,,83 Seiten,Illustrationen,,,,978-3-9817509-3-5,Lyrik,,Deutsch,,,N,
AK00155559,Buch,"Fels, Ludwig (1946-2021) [Verfasser/Urheber]","Mathieu, François (1941-) [Übersetzer]",¬Le¬ ciel était un grand présent : un adieu : [Übersetzung deutschspr. Literatur],"Fels, Ludwig; Mathieu, François","Paris : Sell, 1996 - 93 Seiten",Sell␟Calmann-Lévy,Le ciel était un grand présent,un adieu,Ludwig Fels. Trad. de l'allemand par Françoise Mathieu,,Paris,Sell␟Calmann-Lévy,1996,1996,,93 Seiten,,Petite bibliothèque européenne du XXe siècle,,,2-7021-2580-8,Erzählende Prosa,Übersetzung deutschspr. Literatur,Französisch,Deutsch,Der Himmel war eine grosse Gegenwart,L,
AK01264211,Buch,"Ferch, Johannes (1879-1954) [Verfasser/Urheber]",,¬Das¬ Liebesnest : Roman eines Hotel garni,"Ferch, Johannes","Dresden-Weinböhla : Verl. Aurora, 1922 - 285 Seiten",Verl. Aurora,Das Liebesnest,Roman eines Hotel garni,Joh. Ferch,,Dresden-Weinböhla,Verl. Aurora,1922,1922,,285 Seiten,,,,In Fraktur,,Erzählende Prosa,,Deutsch,,,L,
AK01658428,Buch,"Fernau, Joachim (1909-1988) [Verfasser/Urheber]","Blotenberg, A. E. [Illustrator]",¬Die¬ jungen Männer,"Fernau, Joachim; Blotenberg, A. E.","Steigra : Verlag Antaios, © 2017 - 359 Seiten",Ed. Antaios,Die jungen Männer,,Joachim Fernau ; mit Illustrationen von A.E. Blotenberg,,Steigra,Verlag Antaios,© 2017,2017,,359 Seiten,Illustrationen,edition nordost,,,978-3-944422-06-0␟3-944422-06-6,Erzählende Prosa,,Deutsch,,,M,
AK00154925,Buch,"Fessel, Karen-Susan (1964-) [Verfasser/Urheber]",,Und wenn schon!,"Fessel, Karen-Susan","Hamburg : Oetinger, 2002 - 142 Seiten",Oetinger,Und wenn schon!,,Karen-Susan Fessel,,Hamburg,Oetinger,2002,2002,,142 Seiten,,,,,3-7891-3507-0,Erzählende Prosa,,Deutsch,,,N,
AK01017692,Buch,"Feuchtersleben, Ernst von (1806-1849) [Verfasser/Urheber]",,Zur Diätetik der Seele,"Feuchtersleben, Ernst von","Leipzig : Reclam, s.a. - 148 Seiten",Reclam jun. <bis 1945>,Zur Diätetik der Seele,,von Ernst Freiherrn von Feuchtersleben,,Leipzig,Reclam,s.a.,,,148 Seiten,Ill.,Reclams Universal-Bibliothek ; 1281/1282,1281/1282,In Fraktur,,,,Deutsch,,,HH.B:1/183,
AK00370440,Buch,"Feuchtwanger, Lion (1884-1958) [Verfasser/Urheber]",,¬Die¬ Jüdin von Toledo : Roman - 1. Aufl.,"Feuchtwanger, Lion","Berlin [u.a.] : Aufbau-Verl., 1995 - 446 Seiten",Aufbau-Verl.,Die Jüdin von Toledo,Roman,Lion Feuchtwanger,1. Aufl.,Berlin [u.a.],Aufbau-Verl.,1995,1995,,446 Seiten,,Gesammelte Werke in Einzelbänden / Lion Feuchtwanger ; 15,15,,3-351-02216-6,,,Deutsch,,,L,
AK01794803,Buch,"Feuchtwanger, Lion (1884-1958) [Verfasser/Urheber]","Holdack, Nele (1983-) [Herausgeber]␟Schuetze-Coburn, Marje (1959-) [Herausgeber]␟Ullmann, Michaela [Herausgeber]",Bin ich deutscher oder jüdischer Schriftsteller? : Betrachtungen eines Kosmopoliten - 1. Auflage,"Feuchtwanger, Lion; Holdack, Nele; Schuetze-Coburn, Marje; Ullmann, Michaela","Berlin : Aufbau, 2023 - 264 Seiten",Aufbau-Verl.,Bin ich deutscher oder jüdischer Schriftsteller?,Betrachtungen eines Kosmopoliten,Lion Feuchtwanger,1. Auflage,Berlin,Aufbau,2023,2023,,264 Seiten,,,,,978-3-351-03959-2␟3-351-03959-X,,,Deutsch,,,,
AK00370449,Buch,"Feuchtwanger, Lion (1884-1958) [Verfasser/Urheber]",,Goya oder der arge Weg der Erkenntnis : Roman - 7. Aufl.,"Feuchtwanger, Lion","Berlin ; Weimar : Aufbau-Verl., 1981 - 626 Seiten",Aufbau-Verl.,Goya oder der arge Weg der Erkenntnis,Roman,Lion Feuchtwanger,7. Aufl.,Berlin ; Weimar,Aufbau-Verl.,1981,1981,,626 Seiten,,Gesammelte Werke in Einzelausgaben / Lion Feuchtwanger ; 7,7,,,Erzählende Prosa,,Deutsch,,,L,
AK00567726,Buch,"Feuchtwanger, Lion (1884-1958) [Verfasser/Urheber]",,Simone : Roman,"Feuchtwanger, Lion","Stockholm : Neuer Verl., 1945 - 342 Seiten",Neuer Verl.,Simone,Roman,Lion Feuchtwanger,,Stockholm,Neuer Verl.,1945,1945,,342 Seiten,,,,Lw. : 12.50,,,,Deutsch,,,L,
AK00567742,Buch,"Feuchtwanger, Lion (1884-1958) [Verfasser/Urheber]",,Wahn oder der Teufel in Boston : ein Stück in drei Akten,"Feuchtwanger, Lion","Rudolstadt : Greifenverl., 1956 - 127 Seiten",Greifen-Verl.,Wahn oder der Teufel in Boston,ein Stück in drei Akten,von Lion Feuchtwanger,,Rudolstadt,Greifenverl.,1956,1956,,127 Seiten,,,,,,,,Deutsch,,,L,
AK00030039,Buch,"Fick, Walter (1917-) [Verfasser/Urheber]",,Lesezeichen : ein Querschnitt durch Dichtung und Prosa,"Fick, Walter","Augsburg : Presse-Druck-u.Verl.-GmbH, 1977 - 92 Seiten",Presse-Druck- und Verl.-GmbH,Lesezeichen,ein Querschnitt durch Dichtung und Prosa,Walter Fick,,Augsburg,Presse-Druck-u.Verl.-GmbH,1977,1977,,92 Seiten,,,,,,Erzählende Prosa␟Lyrik,,Deutsch,,,M,
AK00699160,Buch,"Finck, Adrien (1930-2008) [Verfasser/Urheber]",,Georg Trakl : essai d'interprétation. - [Band 1]. : [Hochschulschrift],"Finck, Adrien","Strasbourg, 1973, 1973 - Seite 1 - 463",,,,,,,,1973,1973,,Seite 1 - 463,,,[Band 1],,,,Hochschulschrift,Französisch,,,LL,
AK00567644,Buch,"Finckh, Ludwig (1876-1964) [Verfasser/Urheber]","Felten, Karl Eberhardt (1911-) [Herausgeber]",¬Der¬ deutsche Finckh : Sprüche,"Finckh, Ludwig; Felten, Karl Eberhardt","München : Dt. Volksverl., 1943 - 85 Seiten",Dt. Volksverl.,Der deutsche Finckh,Sprüche,[von Ludwig] Finckh. Ausw. und Nachw. von Karl-Eberhardt Felten,,München,Dt. Volksverl.,1943,1943,,85 Seiten,,,,,,,,,,,K,
AK01407059,Buch,"Finckh, Ludwig (1876-1964) [Verfasser/Urheber]",,Liebe Kameraden,"Finckh, Ludwig","Stuttgart : Die Lese, [1915] - 15 Seiten",Die Lese,Liebe Kameraden,,von Ludwig Finckh,,Stuttgart,Die Lese,[1915],1915,,15 Seiten,,,5,[Ausz.]. - In Fraktur,,Sonstige Texte,,Deutsch,,,W,
AK00403222,Buch,"Finckh, Ludwig (1876-1964) [Verfasser/Urheber]",,"Sonne, Mond und Sterne","Finckh, Ludwig","Dresden ; Leipzig : Falken-Verl., 1924",,"Sonne, Mond und Sterne",,Ludwig Finckh,,Dresden ; Leipzig,Falken-Verl.,1924,1924,,,,,,,,,,,,,K,
AK00403249,Buch,"Finckh, Ludwig (1876-1964) [Verfasser/Urheber]",,Stern und Schicksal : Johann Keplers Lebensroman,"Finckh, Ludwig","Stuttgart ; Berlin : Dt. Verl.-Anst., 1931 - 280 Seiten",Deutsche Verlags-Anstalt,Stern und Schicksal,Johann Keplers Lebensroman,erzählt von Ludwig Finckh,,Stuttgart ; Berlin,Dt. Verl.-Anst.,1931,1931,,280 Seiten,,,,Mit gedr. Widmung für Robert Bosch␟Erstausg. - In Fraktur,,,,Deutsch,,,K␟K,
AK01234056,Buch,"Fischer, Bernd Erhard (1948-) [Verfasser/Urheber]","Fischer, Angelika (1947-) [Illustrator]",Alfred Kubin in Zwickledt - 1. Aufl.,"Fischer, Bernd Erhard; Fischer, Angelika","Berlin : Ed. Fischer, 2008 - 31 Seiten",Ed. A. B. Fischer,Alfred Kubin in Zwickledt,,Text: Bernd Erhard Fischer. Photographien: Angelika Fischer,1. Aufl.,Berlin,Ed. Fischer,2008,2008,,31 Seiten,zahlr. Ill.,Menschen und Orte,,,978-3-937434-24-7,,,Deutsch,,,KK:Kps.,
AK01358970,Buch,"Fischer, Bernd Erhard (1948-) [Verfasser/Urheber]","Fischer, Angelika (1947-) [Illustrator]",Marie Luise Kaschnitz in Bollschweil - 1. Aufl.,"Fischer, Bernd Erhard; Fischer, Angelika","Berlin : Ed. A. B. Fischer, 2013 - 31 Seiten",Ed. A. B. Fischer,Marie Luise Kaschnitz in Bollschweil,,Text: Bernd Erhard Fischer. Photogr.: Angelika Fischer,1. Aufl.,Berlin,Ed. A. B. Fischer,2013,2013,,31 Seiten,zahlr. Ill.,Menschen und Orte,,,978-3-937434-53-7,,,Deutsch,,,LL:Kps.,
AK01808425,Buch,"Fischer, Cornelius (1951-2020) [Verfasser/Urheber]",,"Russian Tearoom, Berlin : Roman","Fischer, Cornelius","Wien : Thiele & Brandstätter Verlag, 2023 - 320 Seiten",Thiele,"Russian Tearoom, Berlin",Roman,Claus Cornelius Fischer,,Wien,Thiele & Brandstätter Verlag,2023,2023,,320 Seiten,,,,,9783851795431,,,Deutsch,,,,
AK00567861,Buch,"Fischer, Ernst (1899-1972) [Verfasser/Urheber]",,¬Die¬ Entstehung des österreichischen Volkscharakters,"Fischer, Ernst","Wien : Neues Österreich, Zeitungs- u. Verl.-gesellschaft, 1945 - 45 Seiten",,Die Entstehung des österreichischen Volkscharakters,,von Ernst Fischer,,Wien,"Neues Österreich, Zeitungs- u. Verl.-gesellschaft",1945,1945,,45 Seiten,,Schriftenreihe Neues Österreich ; 2,2,,,,,Deutsch,,,Glück:L,
AK00823549,Buch␟Buchumschlag,"Fischer, Gerhard (1949-) [Verfasser/Urheber]",,¬Die¬ Planetenbauerin und andere kurze Texte - 1. Aufl.,"Fischer, Gerhard","Frankfurt/M. : G. Fischer [Selbstverl.], 1979 - 63 Seiten",,Die Planetenbauerin und andere kurze Texte,,Gerhard Fischer,1. Aufl.,Frankfurt/M.,G. Fischer [Selbstverl.],1979,1979,,63 Seiten,,,,Pp. : DM 9.80,,,,Deutsch,,,M,
AK01765900,Buch,"Fischer, Julius (1984-) [Verfasser/Urheber]",,Ich hasse Menschen : eine Art Liebesgeschichte - 2. Auflage,"Fischer, Julius","Berlin ; Dresden : Voland & Quist, 2022 - 271 Seiten",Voland & Quist,Ich hasse Menschen,eine Art Liebesgeschichte,Julius Fischer,2. Auflage,Berlin ; Dresden,Voland & Quist,2022,2022,,271 Seiten,,,,,978-3-86391-282-6,Erzählende Prosa,,Deutsch,,,N,
AK01196168,Buch,"Fischer, Theodor (1872-1925) [Verfasser/Urheber]",,Vom Wirken und Werten : [Aussprüche aus Reden und Schriften],"Fischer, Theodor","München : VonFicht, 1946 - 30 Seiten",,Vom Wirken und Werten,[Aussprüche aus Reden und Schriften],Theodor Fischer,,München␟München,VonFicht␟Drei-Eichen-Verl.,1946,1946,,30 Seiten,Ill.,Geistiges München ; 4,4,,,,,Deutsch,,,S14.5:Kps.,
AK01531711,Buch,"Fitzbauer, Erich (1927-) [Verfasser/Urheber]␟Leskoschek, Axl (1889-1976) [Künstler]",,"Axl Leskoschek und seine Buchgraphik : mit einer Bibliographie, einem Originalholzschnitt und 21 Originallinolschnitten zu zwei Romanen von Dostojewski","Fitzbauer, Erich; Leskoschek, Axl","Wien : Edition Graphischer Zirkel, 1979 - [48] Seiten",Ed. Graph. Zirkel,Axl Leskoschek und seine Buchgraphik,"mit einer Bibliographie, einem Originalholzschnitt und 21 Originallinolschnitten zu zwei Romanen von Dostojewski",Erich Fitzbauer,,Wien,Edition Graphischer Zirkel,1979,1979,,[48] Seiten,zahlreiche Illustrationen,Buchpublikation der Edition Graphischer Zirkel ; 10,10,"400 numerierte und vom Autor signierte Exemplare.  Den Exemplaren 1 - 5 wurde je 1 separate Folge aller 22 Graphiken in Handdruck auf Japan, sämtlich  mit Nachlassstempel, in Mappen beigegeben",3-900308-08-X,Sonstige Texte,,Deutsch,,"Der ewige Gatte, Der Spieler : zwei Linolschnittzylen zu Romanen von Dostojewski",M,
AK00394208,Buch,"Flaischlen, Cäsar (1864-1920) [Verfasser/Urheber]",,"Graphische Litteratur-Tafel : die deutsche Litteratur und der Einfluß fremder Litteraturen auf ihren Verlauf, vom Beginn einer schriftlichen Ueberlieferung an bis heute ; in graphischer Darstellung","Flaischlen, Cäsar","Stuttgart : Göschen, 1890 - 1 Faltbl.",Göschen,Graphische Litteratur-Tafel,"die deutsche Litteratur und der Einfluß fremder Litteraturen auf ihren Verlauf, vom Beginn einer schriftlichen Ueberlieferung an bis heute ; in graphischer Darstellung",von Cäsar Flaischlen,,Stuttgart,Göschen,1890,1890,,1 Faltbl.,,,,,,,,Deutsch,,Graphische Literatur-Tafel,K,
AK00420023,Buch,"Flaischlen, Cäsar (1864-1920) [Verfasser/Urheber]",,"Jost Seyfried : ein Roman in Brief- und Tagebuchblättern ; aus dem Leben eines Jeden ; Sprüche eines Steinklopfers, Sturmbruch, Lieder eines Schwertschmieds, Herzblut, Tor auf!. - 2. - 118. - 120. Tsd.","Flaischlen, Cäsar","Berlin : Fleischel, 1924 - 111, 110, 107 Seiten",,,,,118. - 120. Tsd.,,,1924,1924,,"111, 110, 107 Seiten",,,2,Enth.: 3. Buch: Lieder eines Schwertschmieds. 4. Buch: Herzblut. 5. Buch: Tor auf!,,,,Deutsch,,,K,
AK00406043,Buch,"Flaischlen, Cäsar (1864-1920) [Verfasser/Urheber]",,Mandolinchen Leierkastenmann und Kuckuck : ein Liederbuch von Sehnsucht und Erfüllung - Erste Auflage,"Flaischlen, Cäsar","Berlin : Fleischel, 1921 - 155 Seiten",Fleischel,Mandolinchen Leierkastenmann und Kuckuck,ein Liederbuch von Sehnsucht und Erfüllung,Cäsar Flaischlen,Erste Auflage,Berlin,Fleischel,1921,1921,,155 Seiten,,,,Die erste Auflage wurde auf handgeschöpftem Büttenpapier gedruckt und numeriert,,Lyrik,,Deutsch,,,K,
AK00405940,Buch,"Flaischlen, Cäsar (1864-1920) [Verfasser/Urheber]",,Perkeolieder : dem Heiligen und seinen Jüngern zum 10. Stiftungsfest ; am 2. und 3. Juni 1894,"Flaischlen, Cäsar","Heidelberg : Hörning, 1894 - 24 Seiten",Hörning,Perkeolieder,dem Heiligen und seinen Jüngern zum 10. Stiftungsfest ; am 2. und 3. Juni 1894,"Cäsar Flaischlen. [Hrsg. von] Perkeo, Verein Jüngerer Buchhändler Heidelberg",,Heidelberg,Hörning,1894,1894,,24 Seiten,,,,,,,,,,,K␟K:Kps.␟K:Kps.,
AK00406045,Buch,"Flaischlen, Cäsar (1864-1920) [Verfasser/Urheber]",,Spruchlied Luthers : ein Lied vom deutschen Leide ; Sonderdruck zu des Dichters 57. Geburtstag am 12. Mai 1921 - [Privatdr.],"Flaischlen, Cäsar","[s. l.] : [s. n.], [1921] - 4 Seiten",,Spruchlied Luthers,ein Lied vom deutschen Leide ; Sonderdruck zu des Dichters 57. Geburtstag am 12. Mai 1921,Cäsar Flaischlen,[Privatdr.],[s. l.]␟[Offenbach a. M.],[s. n.]␟[Karl Klingspor],[1921],1921,,4 Seiten,mit 1 Abb.,,,,,,,,,,K:Kps.,
AK00406047,Buch,"Flaischlen, Cäsar (1864-1920) [Verfasser/Urheber]",,Von derhoim ond draußa : Dichtungen in schwäbischer Mundart ; mit einer Handzeichnung Flaischlens,"Flaischlen, Cäsar","Stuttgart : Dt. Verl.-Anst., 1924 - o.A.",Deutsche Verlags-Anstalt,Von derhoim ond draußa,Dichtungen in schwäbischer Mundart ; mit einer Handzeichnung Flaischlens,Cäsar Flaischlen,,Stuttgart,Dt. Verl.-Anst.,1924,1924,,o.A.,,,,,,,,,,,K,
AK00330650,Buch,"Flake, Otto (1880-1963) [Verfasser/Urheber]",,¬Die¬ Romane um Ruland. - 1. ¬Eine¬ Kindheit - 8. - 10. Aufl.,"Flake, Otto","Berlin : Fischer, 1928 - 266 Seiten",,Eine Kindheit,Roman,,8. - 10. Aufl.,,,1928,1928,,266 Seiten,,,1,"Endgültige Fassung des Romans ""Freitagskind""",,,,Deutsch,,,L,
AK01370065,Buch␟Buchumschlag,"Flake, Otto (1880-1963) [Verfasser/Urheber]","Weiß, Emil Rudolf (1875-1942) [Illustrator]",¬Die¬ Töchter Noras : Roman - 1. - 4. Aufl.,"Flake, Otto; Weiß, Emil Rudolf","Berlin : Fischer, 1934 - 394 Seiten",S. Fischer,Die Töchter Noras,Roman,Otto Flake. [Einband und Schutzumschlag: E. R. Weiß],1. - 4. Aufl.,Berlin,Fischer,1934,1934,,394 Seiten,,,,In Fraktur,,Erzählende Prosa␟Nichttextuelle Produktion,,Deutsch,,,L␟BKP4,
AK00568024,Mehrteiliges Werk,"Flake, Otto (1880-1963) [Verfasser/Urheber]",,Fortunat,"Flake, Otto",Baden-Baden : Keppler,Keppler,Fortunat,,Otto Flake,,Baden-Baden,Keppler,,,,,,,,,,Erzählende Prosa,,Deutsch,,,,
AK00568017,Buch,"Flake, Otto (1880-1963) [Verfasser/Urheber]",,Große Damen des Barock - 1. - 5.Aufl.,"Flake, Otto","Berlin : Fischer, 1939 - 365 Seiten",S. Fischer,Große Damen des Barock,,Otto Flake,1. - 5.Aufl.,Berlin,Fischer,1939,1939,,365 Seiten,,,,,,,,Deutsch,,,L,
AK01035401,Buch,"Flatter, Richard (1891-1960) [Verfasser/Urheber]",,William Shakespeare: Hamlet - 5. Aufl.,"Flatter, Richard","Frankfurt [u.a.] : Diesterweg, 1975 - 66 Seiten",Diesterweg,William Shakespeare: Hamlet,,von Richard Flatter,5. Aufl.,Frankfurt [u.a.],Diesterweg,1975,1975,,66 Seiten,,Grundlagen und Gedanken zum Verständnis klassischer Dramen,,,3-425-06386-3,,,Deutsch,,,QHH3,
AK01444270,Buch␟Buchumschlag,"Flender, Karl W. (1986-) [Verfasser/Urheber]",,"Greenwash, Inc. : Roman - 1. Aufl.","Flender, Karl W.","Köln : DuMont, 2015 - 391 Seiten",DuMont,"Greenwash, Inc.",Roman,Karl Wolfgang Flender,1. Aufl.,Köln,DuMont,2015,2015,,391 Seiten,,,,,978-3-8321-9764-3,Erzählende Prosa,,Deutsch,,,N,
